Customer Name,Category,Sales,Profit
Matt Collister,Technology,24.672,0.0
Matt Collister,Office Supplies,2.52,0.882
Matt Collister,Furniture,1218.735,-121.8735
Matt Collister,Office Supplies,5.904,1.9926
Matt Collister,Office Supplies,15.696,5.1012
Matt Collister,Furniture,6.096,-3.9624
Bill Overfelt,Furniture,41.568,2.598
Aleksandra Gannaway,Furniture,230.28,23.028
Aleksandra Gannaway,Office Supplies,"Executive Red\"",0.2
Maribeth Schnelling,Office Supplies,5.78,2.7166
Maribeth Schnelling,Office Supplies,121.68,38.025
Jim Mitchum,Office Supplies,4.17,1.0842
Jim Mitchum,Technology,67.04,6.704
Jim Mitchum,Office Supplies,37.32,10.4496
Jim Mitchum,Office Supplies,18.45,8.6715
Matthew Clasen,Office Supplies,25.92,12.4416
Tom Ashbrook,Technology,11199.968,3919.9888
Tom Ashbrook,Technology,2399.6,647.892
Tom Ashbrook,Office Supplies,63.9,28.755
Tom Ashbrook,Technology,52.99,0.5299
Sean Braxton,Technology,60.864,9.1296
Sean Braxton,Technology,652.995,-935.9595
Sean Braxton,Office Supplies,11.22,-7.48
Aimee Bixby,Office Supplies,14.94,7.0218
Jason Fortune-,Furniture,39.96,17.1828
Jason Fortune-,Furniture,42.624,4.2624
Jason Fortune-,Furniture,220.96,24.858
Barbara Fisher,Furniture,4.928,0.7392
Barbara Fisher,Office Supplies,7.23,-5.784
Tim Taslimi,Office Supplies,323.1,61.389
Sarah Bern,Office Supplies,19.04,9.3296
Sarah Bern,Office Supplies,13.128,4.2666
Sarah Bern,Office Supplies,64.14,16.6764
Sarah Bern,Furniture,858.24,143.04
Liz MacKendrick,Technology,29.99,2.999
Kelly Andreada,Office Supplies,186.048,67.4424
Ben Ferrer,Technology,36.792,4.1391
Ben Ferrer,Furniture,18.624,6.2856
Tom Boeckenhauer,Furniture,57.69,23.6529
Tom Boeckenhauer,Office Supplies,42.81,20.1207
Tom Boeckenhauer,Office Supplies,12.96,6.2208
Tom Boeckenhauer,Furniture,821.88,213.6888
Tom Boeckenhauer,Technology,104.85,28.3095
Sally Hughsby,Furniture,424.9575,19.998
Alan Schoenberger,Office Supplies,10.776,3.5022
Alan Schoenberger,Office Supplies,"Light Blue\"",0.2
Alan Schoenberger,Office Supplies,164.88,80.7912
Alan Schoenberger,Furniture,1292.94,77.5764
Alan Schoenberger,Office Supplies,25.584,8.9544
Alan Schoenberger,Office Supplies,261.74,65.435
Alan Schoenberger,Office Supplies,14.4,7.056
Pete Kriz,Office Supplies,10.86,5.1042
Harold Ryan,Furniture,883.84,99.432
Deirdre Greer,Technology,1979.89,494.9725
Deirdre Greer,Office Supplies,79.96,35.982
Craig Leslie,Office Supplies,8.76,4.2048
Herbert Flentye,Office Supplies,3.984,1.2948
Herbert Flentye,Furniture,370.62,-142.071
Herbert Flentye,Office Supplies,2.742,-2.0108
Hunter Glantz,Technology,79.512,20.8719
Hunter Glantz,Office Supplies,28.352,9.5688
Nancy Lomonaco,Furniture,40.784,4.5882
Nancy Lomonaco,Office Supplies,105.96,29.6688
Rick Reed,Office Supplies,166.44,79.8912
Rick Reed,Furniture,785.88,212.1876
Rick Reed,Office Supplies,26.2,12.838
Rick Reed,Office Supplies,1325.85,238.653
Toby Carlisle,Office Supplies,166.44,79.8912
Doug Bickford,Office Supplies,8.76,0.7665
Doug Bickford,Office Supplies,43.584,4.3584
Stewart Visinsky,Office Supplies,11.088,-8.1312
Stewart Visinsky,Office Supplies,25.164,-16.776
Mick Hernandez,Office Supplies,14.4,7.056
Mick Hernandez,Technology,619.95,111.591
Mick Hernandez,Office Supplies,89.52,42.0744
Mick Hernandez,Technology,350.973,152.0883
Mick Hernandez,Technology,164.99,49.497
Carol Triggs,Office Supplies,312.552,101.5794
Karl Braun,Office Supplies,95.952,29.985
Karl Braun,Office Supplies,3.204,-2.4564
Ralph Arnett,Office Supplies,3.98,-6.567
Yoseph Carroll,Office Supplies,15.7,7.065
Russell Applegate,Office Supplies,5.248,1.64
Charles McCrossin,Office Supplies,5.346,-4.455
Chad Sievert,Office Supplies,15.48,5.6115
Chad Sievert,Technology,108.576,8.1432
Anthony Johnson,Furniture,"Brown\"",0.0
Dan Lawera,Furniture,15.384,4.0383
Bobby Elias,Office Supplies,30.352,10.6232
Sean Miller,Technology,821.3,-16.426
Sean Miller,Technology,22638.48,-1811.0784
Sean Miller,Office Supplies,21.376,7.4816
Sean Miller,Office Supplies,8.016,1.002
Sean Miller,Furniture,30.768,8.0766
Sean Miller,Office Supplies,18.936,5.9175
Sean Miller,Furniture,122.352,15.294
Resi P�lking,Office Supplies,116.28,56.9772
Joy Daniels,Technology,132.6,17.238
Alejandro Ballentine,Office Supplies,16.68,4.3368
Alejandro Ballentine,Office Supplies,19.44,9.3312
Alejandro Ballentine,Office Supplies,192.16,92.2368
Charles Crestani,Furniture,227.36,81.8496
Charles Crestani,Technology,1919.976,215.9973
Gary Hwang,Office Supplies,12.828,-8.9796
Cathy Prescott,Furniture,45.888,9.1776
Gary McGarr,Office Supplies,60.12,22.2444
Lena Creighton,Technology,302.376,37.797
Beth Thompson,Office Supplies,13.9,5.56
Cathy Prescott,Technology,129.98,62.3904
Steve Carroll,Technology,71.98,15.1158
Dennis Kane,Technology,377.97,109.6113
Sanjit Engle,Office Supplies,124.36,33.5772
Luke Foster,Furniture,23.976,-14.3856
Odella Nelson,Office Supplies,8.376,2.7222
Odella Nelson,Office Supplies,58.24,5.096
Tom Boeckenhauer,Office Supplies,81.2,12.18
David Flashing,Office Supplies,14.45,6.7915
David Flashing,Office Supplies,95.648,31.0856
Emily Phan,Technology,359.97,-71.994
Emily Phan,Furniture,350.352,-140.1408
Sally Knutson,Office Supplies,1.641,-1.3128
Sally Knutson,Technology,629.958,94.4937
Fred Harton,Office Supplies,6.63,1.7901
Fred Harton,Technology,799.96,343.9828
Fred Harton,Furniture,107.53,21.506
Eric Hoffmann,Technology,73.98,19.9746
Eric Hoffmann,Office Supplies,5.58,2.1762
Joe Elijah,Office Supplies,49.12,23.0864
Ken Lonsdale,Technology,377.97,94.4925
Ken Lonsdale,Office Supplies,42.28,19.8716
Ken Lonsdale,Furniture,299.97,56.9943
Ken Lonsdale,Technology,89.98,43.1904
Edward Becker,Office Supplies,477.24,9.5448
Edward Becker,Technology,25.98,1.5588
Bruce Degenhardt,Office Supplies,46.72,17.52
MaryBeth Skach,Furniture,35.34,13.4292
Stewart Carmichael,Furniture,257.64,100.4796
Stewart Carmichael,Technology,125.976,47.241
Fred McMath,Technology,79.992,21.9978
Kean Thornton,Furniture,700.056,-130.0104
Anne Pryor,Technology,27.168,-1.3584
Ritsa Hightower,Office Supplies,8.226,-6.0324
Carlos Soltero,Furniture,585.552,73.194
Tamara Manning,Office Supplies,423.28,110.0528
Herbert Flentye,Furniture,225.296,22.5296
George Ashbrook,Office Supplies,5.56,2.224
George Ashbrook,Technology,323.37,129.348
George Ashbrook,Technology,783.96,68.5965
George Ashbrook,Office Supplies,1447.65,419.8185
George Ashbrook,Office Supplies,11.96,5.8604
Erica Smith,Technology,239.97,71.991
Julie Prescott,Furniture,76.92,31.5372
Julie Prescott,Office Supplies,481.32,125.1432
Dean percer,Office Supplies,48.4,23.232
Neil Knudson,Technology,0.99,0.4356
Neil Knudson,Office Supplies,101.84,36.917
Paul Lucas,Office Supplies,10.332,-7.5768
Paul Lucas,Office Supplies,31.155,-23.8855
Paul Lucas,Office Supplies,8.928,0.6696
Robert Waldorf,Office Supplies,34.384,3.8682
Robert Waldorf,Office Supplies,1924.16,312.676
Michael Oakman,Office Supplies,32.192,-80.48
Michael Oakman,Technology,50.12,-0.6265
Michael Oakman,Technology,47.976,1.7991
Jennifer Jackson,Office Supplies,54.5,14.17
Brian Thompson,Furniture,19.104,5.7312
Rob Dowd,Office Supplies,49.44,24.2256
Max Ludwig,Office Supplies,10.368,3.6288
Joel Eaton,Office Supplies,"Black\"",0.0
Elpida Rittenbach,Office Supplies,60.984,4.5738
Jessica Myrick,Furniture,195.466,-13.7976
Saphhira Shifley,Furniture,23.68,6.216
Saphhira Shifley,Technology,2.376,0.7425
Toby Carlisle,Office Supplies,59.2,29.6
Hunter Glantz,Office Supplies,22,9.68
Lisa DeCherney,Technology,257.98,74.8142
Alejandro Savely,Technology,23.988,-15.992
Michael Paige,Technology,23.976,-15.5844
Cynthia Delaney,Furniture,601.536,0.0
Cynthia Delaney,Office Supplies,7.9,2.528
Michael Dominguez,Furniture,58.36,-24.803
Michael Dominguez,Office Supplies,16.464,1.4406
Michael Dominguez,Furniture,39.96,-23.976
Brian Moss,Office Supplies,25.96,7.5284
Brian Moss,Office Supplies,36.27,10.881
Brian Moss,Office Supplies,6.48,3.1104
Kean Nguyen,Technology,1075.088,94.0702
Kean Nguyen,Technology,438.368,38.3572
Kean Nguyen,Office Supplies,18.088,6.5569
Kean Nguyen,Furniture,308.499,-18.147
Ivan Gibson,Office Supplies,13.36,4.1416
Ivan Gibson,Office Supplies,39.96,18.7812
Ivan Gibson,Office Supplies,145.85,70.008
Jill Stevenson,Technology,783.96,78.396
Guy Armstrong,Office Supplies,7.88,1.773
Denise Leinenbach,Furniture,41.37,17.3754
Cindy Stewart,Office Supplies,12.84,5.778
Cindy Stewart,Office Supplies,25.68,11.556
Charles Crestani,Furniture,47.516,-2.0364
Michelle Huthwaite,Office Supplies,9.42,0.471
Michelle Huthwaite,Office Supplies,12.96,6.2208
Michelle Huthwaite,Furniture,704.9,56.392
Michelle Huthwaite,Furniture,561.568,28.0784
Mike Pelletier,Office Supplies,179.82,84.5154
Mike Pelletier,Furniture,185.58,76.0878
Mike Pelletier,Furniture,214.11,36.3987
Mike Pelletier,Technology,999.96,229.9908
Mike Pelletier,Furniture,653.55,111.1035
Daniel Raglin,Office Supplies,114.6,51.57
Daniel Raglin,Furniture,60.74,15.185
Daniel Raglin,Furniture,124.36,27.3592
Daniel Raglin,Office Supplies,1088.76,315.7404
Darrin Martin,Office Supplies,6.72,2.352
Darrin Martin,Furniture,298.776,7.4694
Brian DeCherney,Technology,302.376,22.6782
Dan Campbell,Office Supplies,8.928,0.558
Dan Campbell,Office Supplies,47.584,-2.974
Michelle Tran,Office Supplies,33.792,10.56
Michelle Tran,Furniture,300.5328,-97.2312
Michelle Tran,Office Supplies,2.724,-4.3584
Michelle Tran,Office Supplies,3.264,1.1016
Max Jones,Office Supplies,108.336,37.9176
Max Jones,Office Supplies,55.92,6.291
Max Jones,Office Supplies,78.304,29.364
Natalie DeCherney,Office Supplies,443.92,-94.333
Natalie DeCherney,Technology,155.976,54.5916
Carol Adams,Office Supplies,15.47,4.1769
Carol Adams,Office Supplies,7.16,3.4368
Guy Armstrong,Office Supplies,10.89,2.8314
Guy Armstrong,Office Supplies,19.44,9.3312
Guy Armstrong,Office Supplies,121.6,39.52
Toby Carlisle,Technology,695.7,-27.828
Jennifer Braxton,Office Supplies,120.33,31.2858
Christine Kargatis,Furniture,1139.92,284.98
Rob Lucas,Office Supplies,229.544,83.2097
Anna Chung,Office Supplies,143.728,-32.3388
Brosina Hoffman,Technology,36.048,-0.9012
Brooke Gillingham,Furniture,845.488,-12.0784
Xylona Preis,Office Supplies,50.94,14.2632
Skye Norling,Office Supplies,762.594,-1143.891
Denise Monton,Furniture,56.28,15.7584
Denise Monton,Office Supplies,2690.97,1264.7559
Anthony Jacobs,Office Supplies,7.434,-5.6994
Karen Carlisle,Office Supplies,64.784,-12.9568
Vicky Freymann,Office Supplies,"3 Forms per Page\"",0.0
Susan Vittorini,Furniture,14.98,6.8908
Susan Vittorini,Furniture,20.32,6.9088
Eleni McCrary,Office Supplies,40.29,10.4754
Raymond Buch,Office Supplies,20.23,9.5081
Don Jones,Furniture,1603.136,100.196
Christopher Conant,Furniture,225.296,22.5296
Shahid Collister,Technology,67.8,4.068
Shahid Collister,Technology,377.97,98.2722
Shahid Collister,Furniture,1628.82,374.6286
Shahid Collister,Office Supplies,286.93,140.5957
Rick Hansen,Office Supplies,20.736,7.2576
Jay Kimmel,Office Supplies,31.44,8.4888
Jay Kimmel,Office Supplies,83.79,22.6233
Jay Kimmel,Office Supplies,59.52,15.4752
Jay Kimmel,Office Supplies,31.92,9.2568
Art Foster,Office Supplies,14.72,-3.312
Art Foster,Office Supplies,38.976,-2.436
Lena Creighton,Furniture,17.088,1.068
Beth Fritzler,Office Supplies,74.352,23.235
Beth Fritzler,Furniture,314.352,-35.3646
Stuart Calhoun,Office Supplies,4.26,1.7466
Scott Williamson,Office Supplies,811.28,24.3384
Michael Chen,Office Supplies,6.03,2.9547
Tamara Dahlen,Furniture,153.568,-5.7588
Tamara Dahlen,Furniture,1013.488,76.0116
Dean percer,Office Supplies,52.34,24.5998
Dean percer,Office Supplies,4.66,1.3514
Dean percer,Technology,254.97,91.7892
Shirley Daniels,Office Supplies,25.44,12.72
Shirley Daniels,Office Supplies,27.93,8.0997
Tamara Manning,Office Supplies,8.85,-13.7175
Berenike Kampe,Furniture,6.96,2.2272
Jeremy Farry,Office Supplies,17.456,5.8914
Emily Phan,Furniture,307.92,-34.641
Emily Phan,Office Supplies,6.63,1.7901
Emily Phan,Office Supplies,12.96,6.2208
Emily Phan,Office Supplies,32.4,15.552
Ken Heidel,Office Supplies,23.85,10.7325
Harry Greene,Furniture,51.96,12.99
Harry Greene,Office Supplies,17.94,8.6112
Julie Creighton,Office Supplies,11.56,5.6644
Julie Creighton,Office Supplies,26.4,11.88
Julie Creighton,Furniture,69.08,29.0136
Julie Creighton,Technology,35.88,10.0464
Kunst Miller,Office Supplies,49.65,20.853
Erica Bern,Technology,959.968,119.996
Pierre Wener,Furniture,408.422,-5.8346
Paul Gonzalez,Technology,479.984,59.998
Paul Gonzalez,Office Supplies,12.6,6.048
Daniel Byrd,Office Supplies,184.66,84.9436
Craig Reiter,Office Supplies,23.12,8.381
Katharine Harms,Office Supplies,37.464,12.1758
Katharine Harms,Furniture,539.658,-7.7094
Christopher Schild,Office Supplies,310.12,80.6312
Daniel Lacy,Office Supplies,8.56,3.852
Daniel Lacy,Office Supplies,52.4,14.148
Daniel Lacy,Office Supplies,14.94,6.8724
Max Engle,Office Supplies,11.22,0.2244
Valerie Dominguez,Office Supplies,387.136,24.196
Chloris Kastensmidt,Office Supplies,41.4,19.458
Chloris Kastensmidt,Office Supplies,35,10.5
Chloris Kastensmidt,Office Supplies,39.552,14.3376
Daniel Lacy,Technology,135.72,35.2872
Daniel Lacy,Office Supplies,12.56,5.652
Daniel Lacy,Technology,263.96,71.2692
Sanjit Engle,Office Supplies,5.952,0.372
Luke Schmidt,Office Supplies,15.8,2.37
Luke Schmidt,Furniture,14.368,3.9512
Luke Schmidt,Furniture,70.448,12.3284
Michael Moore,Office Supplies,129.3,6.465
Deborah Brumfield,Office Supplies,3.882,-5.823
Rob Williams,Office Supplies,6.08,3.04
Justin MacKendrick,Office Supplies,19.9,8.955
Justin MacKendrick,Furniture,70.71,4.9497
Becky Pak,Furniture,18.84,7.9128
Carol Triggs,Office Supplies,8.64,2.5056
Tracy Hopkins,Office Supplies,1633.188,-1306.5504
Maria Etezadi,Furniture,19.76,8.2992
Thomas Thornton,Office Supplies,6.608,2.2302
Thomas Thornton,Office Supplies,7.28,2.73
Thomas Thornton,Furniture,144.784,10.8588
Greg Tran,Technology,156.792,13.7193
Greg Tran,Technology,431.976,26.9985
Greg Tran,Office Supplies,35.89,16.1505
Greg Tran,Office Supplies,47.208,15.3426
Greg Tran,Office Supplies,248.08,116.5976
Greg Tran,Office Supplies,189.7,89.159
Greg Tran,Office Supplies,59.808,19.4376
Justin Deggeller,Furniture,90.99,14.5584
Justin Deggeller,Furniture,1526.56,427.4368
Justin Deggeller,Furniture,368.97,40.5867
Mick Crebagga,Office Supplies,305.01,76.2525
Mick Crebagga,Furniture,18.7,7.106
Lisa Hazard,Furniture,38.29,16.4647
Mike Pelletier,Furniture,26.25,11.025
Mike Pelletier,Office Supplies,64.96,22.736
Mike Pelletier,Office Supplies,43.7,20.539
Eugene Moren,Technology,41.6,13.0
Eugene Moren,Office Supplies,23.12,8.381
Eugene Moren,Furniture,113.888,9.9652
Eugene Moren,Furniture,"Lip 25\"\" x 12\"\"\"",0.2
Eugene Moren,Technology,7.92,0.693
Eugene Moren,Technology,671.984,50.3988
Greg Guthrie,Technology,39.99,11.5971
Michelle Arnett,Furniture,191.646,31.941
Shahid Hopkins,Office Supplies,2.313,-1.9275
Kean Takahito,Office Supplies,19.936,7.2268
Kean Takahito,Office Supplies,45.92,21.5824
Philisse Overcash,Office Supplies,20.34,9.3564
Philisse Overcash,Office Supplies,39.28,19.2472
Andy Yotov,Furniture,81.568,9.1764
Andy Yotov,Furniture,97.184,6.074
Andy Yotov,Office Supplies,24.32,8.208
Andy Yotov,Furniture,18.96,7.584
Corey-Lock,Furniture,32.952,-19.7712
Corey-Lock,Office Supplies,30.016,3.0016
Jill Fjeld,Office Supplies,499.584,43.7136
Jill Fjeld,Office Supplies,31.104,10.8864
Jill Fjeld,Office Supplies,13.272,-10.6176
Jill Fjeld,Furniture,28.272,6.3612
Jill Fjeld,Office Supplies,259.136,-51.8272
Andrew Roberts,Office Supplies,10.8,5.184
Anna Gayman,Furniture,244.006,-31.3722
Anna Gayman,Office Supplies,15.936,5.3784
Darrin Van Huff,Furniture,188.552,-2.6936
Hunter Lopez,Office Supplies,22.58,5.8708
Natalie DeCherney,Furniture,545.94,87.3504
Giulietta Baptist,Office Supplies,20.736,7.2576
Giulietta Baptist,Furniture,43.296,4.3296
Clay Ludtke,Furniture,123.136,13.8528
Clay Ludtke,Office Supplies,11.264,3.8016
Ryan Crowe,Office Supplies,53.424,4.6746
Ryan Crowe,Furniture,275.49,-170.8038
Julia Barnett,Furniture,24.96,6.24
Julia Barnett,Office Supplies,19.36,9.2928
Julia Barnett,Office Supplies,1267.65,152.118
Matthew Clasen,Technology,12.99,0.7794
Matthew Clasen,Office Supplies,18.56,6.496
Matthew Clasen,Office Supplies,449.15,8.983
Matthew Clasen,Office Supplies,31.248,10.9368
Tim Taslimi,Office Supplies,61.44,16.5888
Max Jones,Office Supplies,895.92,421.0824
Annie Thurman,Office Supplies,55.36,18.684
Philip Brown,Office Supplies,55.92,6.291
Natalie Webber,Office Supplies,24.896,8.4024
Natalie Webber,Furniture,3.984,0.6474
Natalie Webber,Technology,95.968,28.7904
Natalie Webber,Technology,206.991,-172.4925
Natalie Webber,Office Supplies,44.416,3.8864
Natalie Webber,Office Supplies,9.006,-7.2048
Victor Preis,Office Supplies,19,8.93
Ross DeVincentis,Office Supplies,33.376,10.43
Michael Grace,Office Supplies,207.48,62.244
Pete Armstrong,Office Supplies,91.68,45.84
Craig Reiter,Office Supplies,904.9,253.372
Allen Armold,Office Supplies,34.272,11.1384
James Galang,Furniture,191.82,74.8098
Rick Reed,Office Supplies,243.88,27.4365
Sharelle Roach,Office Supplies,12.03,-9.223
Sharelle Roach,Technology,2549.985,-3399.98
Sharelle Roach,Office Supplies,21.594,-15.8356
Sharelle Roach,Office Supplies,8.964,-6.5736
Sharelle Roach,Office Supplies,20.736,7.2576
Lindsay Shagiari,Furniture,344.22,-103.266
Mick Hernandez,Office Supplies,727.296,-172.7328
Mick Hernandez,Furniture,22.608,-10.1736
Mick Hernandez,Technology,666.4,-33.32
Sanjit Chand,Office Supplies,5.04,0.2016
Sanjit Chand,Office Supplies,92.94,41.823
Sanjit Chand,Furniture,66.69,22.0077
Sanjit Chand,Office Supplies,91.68,28.65
Joy Bell-,Furniture,327.7328,-14.4588
Amy Cox,Office Supplies,52.272,17.6418
Amy Cox,Office Supplies,17.94,8.073
Meg O'Connel,Furniture,"Rectangular Shaped\"",0.2
Robert Barroso,Office Supplies,8.288,2.6936
Arianne Irving,Furniture,504.9,80.784
Dan Reichenbach,Technology,403.168,25.198
Dario Medina,Furniture,194.32,31.0912
Dario Medina,Office Supplies,25.99,7.5371
Justin Hirsh,Furniture,195.136,-12.196
Adam Bellavance,Office Supplies,20.736,7.2576
Brian Dahlen,Technology,53.7,10.203
Brian Dahlen,Office Supplies,36.26,16.6796
Brian Dahlen,Office Supplies,56.3,15.764
Brian Dahlen,Office Supplies,32.4,15.552
Brian Dahlen,Furniture,29.16,10.7892
Aaron Smayling,Furniture,171.288,-6.4233
Zuschuss Donatelli,Furniture,16.72,3.344
Karen Ferguson,Office Supplies,12.96,6.2208
Karen Ferguson,Office Supplies,22.18,10.8682
Karen Ferguson,Furniture,2054.272,256.784
Benjamin Patterson,Technology,1022.97,-255.7425
Chuck Clark,Office Supplies,13.9,3.614
Chuck Clark,Office Supplies,26.38,12.1348
Doug Bickford,Office Supplies,43.176,13.4925
Tony Chapman,Furniture,411.8,70.006
Tony Chapman,Technology,360,129.6
Nick Zandusky,Furniture,41.96,2.9372
Nick Zandusky,Office Supplies,227.84,66.0736
Nick Zandusky,Office Supplies,37.94,18.2112
Sean Wendt,Technology,517.9,134.654
Sean Wendt,Office Supplies,5.28,2.4288
Todd Sumrall,Technology,2799.96,874.9875
Hilary Holden,Office Supplies,8.96,4.3008
Hilary Holden,Office Supplies,31.5,15.12
Hilary Holden,Furniture,"Black\"",0.0
Hilary Holden,Furniture,24.368,-3.3506
Denise Monton,Technology,119.976,22.4955
Richard Eichhorn,Office Supplies,26.88,9.744
Justin Deggeller,Technology,83.97,23.5116
Justin Deggeller,Technology,104.97,7.3479
Benjamin Farhat,Office Supplies,90.8,25.424
Benjamin Farhat,Technology,140.736,49.2576
Benjamin Farhat,Technology,214.95,88.1295
Benjamin Farhat,Office Supplies,45.36,21.7728
Benjamin Farhat,Office Supplies,288.24,138.3552
Max Ludwig,Office Supplies,663.936,82.992
Yoseph Carroll,Office Supplies,2934.33,792.2691
Yoseph Carroll,Furniture,124.41,14.9292
Yoseph Carroll,Office Supplies,57.75,26.565
Lena Radford,Office Supplies,114.46,28.615
Bruce Stewart,Furniture,120.666,18.4548
Katherine Murray,Office Supplies,342.864,38.5722
Katherine Murray,Furniture,16.74,-14.229
Katherine Murray,Furniture,981.372,-140.196
Bradley Talbott,Office Supplies,31.84,10.5072
Katrina Bavinger,Office Supplies,12.96,6.2208
Katrina Bavinger,Technology,43.176,15.1116
Dianna Wilson,Office Supplies,58.34,28.0032
Dianna Wilson,Technology,539.97,134.9925
Jasper Cacioppo,Office Supplies,"Light Blue\"",0.2
Tom Prescott,Office Supplies,252.784,-417.0936
Tom Prescott,Technology,127.984,15.998
Tom Prescott,Furniture,3.984,-2.6892
Tom Prescott,Office Supplies,12.992,-32.48
Daniel Byrd,Furniture,61,25.62
Daniel Byrd,Technology,671.93,188.1404
Brosina Hoffman,Office Supplies,447.86,219.4514
Brosina Hoffman,Technology,479.95,129.5865
Brosina Hoffman,Office Supplies,166.44,79.8912
Tamara Dahlen,Office Supplies,31.68,2.772
Tamara Dahlen,Office Supplies,10.368,3.6288
Tamara Dahlen,Office Supplies,12.032,2.256
Tamara Dahlen,Office Supplies,5.768,-13.5548
Cynthia Voltz,Office Supplies,33.12,11.592
Cynthia Voltz,Furniture,220.2656,-42.1096
Christine Sundaresam,Office Supplies,10.776,3.5022
Christine Sundaresam,Furniture,242.352,9.0882
Jason Gross,Office Supplies,695.16,34.758
Jason Gross,Furniture,220.98,50.8254
Julie Prescott,Office Supplies,12.957,-9.5018
Erin Creighton,Office Supplies,25.68,11.556
Ken Heidel,Office Supplies,15.712,5.6956
Frank Gastineau,Office Supplies,298.464,26.1156
Andrew Allen,Office Supplies,21.93,10.0878
Andrew Allen,Office Supplies,242.94,4.8588
Andrew Allen,Office Supplies,"11 x 5-3/4\"",0.0
Andrew Allen,Office Supplies,51.84,25.4016
Andrew Allen,Office Supplies,265.17,47.7306
Maxwell Schwartz,Technology,837.6,62.82
Maxwell Schwartz,Office Supplies,135.9,63.873
Maxwell Schwartz,Office Supplies,34.68,16.9932
Maxwell Schwartz,Furniture,532.704,-39.9528
Maxwell Schwartz,Office Supplies,43.1,11.206
Maxwell Schwartz,Office Supplies,15.88,0.1588
Jim Epp,Furniture,1123.92,-182.637
Jim Epp,Technology,249.584,31.198
Jim Epp,Furniture,48.672,7.3008
Jim Epp,Office Supplies,60.768,7.596
Jim Epp,Office Supplies,78.6,-62.88
Jim Epp,Office Supplies,3.768,-3.14
Jim Epp,Office Supplies,1036.624,51.8312
Jim Epp,Office Supplies,563.808,21.1428
Eugene Barchas,Technology,258.528,-47.3968
Becky Pak,Office Supplies,49.12,23.0864
Chad Cunningham,Furniture,44.46,14.6718
Chad Cunningham,Furniture,241.568,18.1176
Chad Cunningham,Technology,395,39.5
Chad Cunningham,Technology,627.168,70.5564
Jennifer Patt,Furniture,13.28,6.3744
Jennifer Patt,Office Supplies,12.672,4.4352
Lindsay Shagiari,Office Supplies,30.56,-45.84
Lindsay Shagiari,Office Supplies,77.952,-15.5904
Lindsay Shagiari,Technology,67.992,8.499
Lindsay Shagiari,Office Supplies,12.224,4.4312
Lindsay Shagiari,Technology,44.784,-0.5598
Lindsay Shagiari,Furniture,22.848,-17.7072
John Lucas,Office Supplies,206.43,90.8292
Craig Yedwab,Office Supplies,210.392,-336.6272
Raymond Buch,Technology,119.96,35.988
Raymond Buch,Office Supplies,10.608,0.9282
Anthony Rawles,Furniture,347.802,-24.843
Cari Sayre,Furniture,963.136,108.3528
Cari Sayre,Technology,88.776,7.7679
Anthony Rawles,Office Supplies,32.4,10.368
Ross DeVincentis,Office Supplies,32.4,15.552
Keith Herrera,Office Supplies,31.05,14.904
Natalie Fritzler,Technology,2025.36,607.608
Natalie Fritzler,Technology,1799.994,-2639.9912
Natalie Fritzler,Technology,101.988,-16.998
Natalie Fritzler,Furniture,262.864,69.0018
Suzanne McNair,Office Supplies,735.98,331.191
Gary Hansen,Office Supplies,93.024,33.7212
Eleni McCrary,Furniture,284.364,-75.8304
Eleni McCrary,Technology,26,11.7
Dean Braden,Office Supplies,67.64,5.9185
Dean Braden,Technology,119.976,-17.9964
Pete Takahito,Office Supplies,5.18,-8.029
Herbert Flentye,Office Supplies,15.56,7.3132
Herbert Flentye,Office Supplies,78.35,36.8245
Herbert Flentye,Office Supplies,59.52,15.4752
Herbert Flentye,Office Supplies,38.52,17.334
Herbert Flentye,Technology,239.984,23.9984
Herbert Flentye,Office Supplies,19.35,9.4815
Katrina Willman,Furniture,67,32.16
Kimberly Carter,Furniture,390.272,-24.392
Kimberly Carter,Office Supplies,62.192,19.435
Pete Kriz,Office Supplies,23.88,11.2236
Kean Takahito,Office Supplies,3.168,-4.752
Kean Takahito,Furniture,528.43,0.0
Kean Takahito,Office Supplies,13.392,1.5066
Emily Phan,Office Supplies,181.86,50.9208
Arthur Prichep,Furniture,180.588,-240.784
Arthur Prichep,Technology,47.984,0.5998
Shahid Hopkins,Office Supplies,18.76,9.0048
Suzanne McNair,Furniture,20.94,6.0726
Suzanne McNair,Furniture,58.68,18.1908
Suzanne McNair,Office Supplies,254.9,68.823
Brian Moss,Office Supplies,9.64,4.4344
Brian Moss,Technology,826.62,355.4466
Brian Moss,Office Supplies,1633.14,473.6106
Brian Moss,Office Supplies,544.38,157.8702
Tamara Chand,Office Supplies,26.046,-44.2782
Tamara Chand,Office Supplies,74.352,26.9526
Ken Black,Technology,69.93,32.1678
Justin Ellison,Office Supplies,3.75,1.8
Justin Ellison,Office Supplies,20.928,7.5864
Daniel Raglin,Office Supplies,12.672,-3.168
Rob Williams,Technology,65.99,17.1574
Michelle Lonsdale,Office Supplies,6.37,-9.555
Jack Lebron,Office Supplies,3.648,-6.0192
Jack Lebron,Office Supplies,31.104,10.8864
Corinna Mitchell,Office Supplies,23.34,0.2334
